text,label,text_original,text_recovered,n_obf_detected,recovery_log,has_obfuscation
punk bitch walking tall like you got something to prove,1,Punk bitch walking tall like you got something to prove,punk bitch walking tall like you got something to prove,0,,0
the real reason y she gave up rapping was because of me i called her trash to her face n asked for&,0,RT @SVL305: @VJtechsupport @YoungMcFly the real reason y she gave up rapping was because of ME.. i called her trash to her face n asked for&#8230;,the real reason y she gave up rapping was because of me i called her trash to her face and asked,0,,0
i bet its higher than that ;why do you think all women are hoes not all of us are hoes.&,1,RT @Now_Thats_Fresh: I bet its higher than that RT @_DealMethToKids: &#8220;Why do you think all women are hoes? Not all of us are hoes.&#8221; http://&#8230;,i bet it is higher than that why do you think all women are hoes not all of us are hoes http,0,,0
amos 3:3 can two walk together unless they are agreed,0,"RT @HobsonDarlene: ""@1Corinthians126: @HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels""
&#8230;",blessjesus amos three three can two walk together unless they are agreed differentlevels,0,,0
friend or foe nicca state ya biz,0,Friend or foe nicca .. State ya biz,friend or foe nicca state you biz,0,,0
the way this niggah just flinched at this movie was,1,RT @xDSmooth: The way this niggah just flinched at this movie was #priceless @1BookieG,the way this niggah just flinched at this movie was priceless,0,,0
how come you never bring me food i dont have a car retard,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",how come you never bring me food i do not have a car retard,0,,0
doug martin trash,0,Doug Martin trash,doug martin trash,0,,0
u good man long time my niggah,1,@pricelessxxx u good man long time my niggah,you good man long time my niggah,0,,0
ain't nobody up tl slick dead other than the females bashing niccas early dis morning lol,1,Ain't nobody up .. TL slick dead .. Other than the females bashing niccas early dis morning lol,is not nobody up tl slick dead other than the females bashing niccas early this morning laughing out loud,0,,0
you're right momma ain't raise no faggot,1,@marcostc__ you're right momma ain't raise no faggot,you are right momma is not raise no faggot,0,,0
we put a redneck in the white house it's gonna be the camo house,1,RT @MandylouGraham: We put a redneck in the White House it's gonna be the camo house. @Moccasin_Creek &#128521;&#128514;,we put a redneck in the white house it is going to be the camo house,0,,0
you was never with me if you let what another bitch say change your actions towards me,1,You was never with me if you let what another bitch say change your actions towards me &#128080;,you was never with me if you let what another bitch say change your actions towards me,0,,0
that's a cute and fuzzy one.hehehe,0,@caraabastow That's a cute and fuzzy one...hehehe ;),that is a cute and fuzzy one hehehe,0,,0
i text my ex my new bitch pussy wetter,1,I text my ex my new bitch pussy wetter,i text my ex my new bitch pussy wetter,0,,0
i hate drinking by myself everyone's so fucking boring now fuck you guys i'll be fun by myself pussies,1,"I hate drinking by myself. Everyone's so fucking boring now. Fuck you guys, I'll be fun by myself pussies &#9996;&#65039;",i hate drinking by myself everyones so fucking boring now fuck you guys i will be fun by myself pussies,0,,0
go yankees,0,@KodyMark1 go Yankees,go yankees,0,,0
homeowner shoots armed suspect who attacked and pistol whipped him,0,RT @BlissTabitha: Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him http://t.co/VLuEwUGclg,homeowner shoots armed suspect who attacked and pistol whipped him,0,,0
i'm in this bitch like a mf,1,I'm in this bitch &#128563;&#128563;&#128563;&#128563; like a mf &#128514;&#128514;&#128514;&#128514;&#9996;&#65039;&#127811;&#128080;&#128168;,i am in this bitch like a mf,0,,0
faux noise pundits don't like duck molester pro-slavery racist homophobic teabagger darling phil robertson either,1,"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr",faux noise pundits do not like duck molester pro slavery racist homophobic teabagger darling phil robertson either,0,,0
i only rted alex ramos aka trash to gain followers&,0,RT @sorryimalex: &#8220;@lametears: i only rted alex ramos aka trash to gain followers&#8221; #vote5sos,i only rted alex ramos aka trash to gain followers vote sos,0,,0
same bitch talking abt you will be the only bitch in your face but,1,"RT @Doped_: same bitch talking abt you will be the only bitch in your face, but &#128056;&#9749;&#65039;.",same bitch talking abt you will be the only bitch in your face but,0,,0
we're a good match cuz we both retarded.n weed,1,We're a good match cuz we both retarded...n weed,we are a good match because we both retarded and weed,0,,0
nips,0,@eanahS__ nips,nips,0,,0
rich homie and bird man gone be at mansion ;lan tonight,0,RT @_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;,rich homie and bird man gone be at mansion elan tonight,0,,0
my iphone has million times the storage of the apollo spacecraft computer they went to the moon i throw bird,0,RT @BiIIMurray: My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...,my iphone has two million times the storage of the one thousand nine hundred sixty nine apollo eleven spacecraft computer they went to the moon i throw bird,0,,0
she said pop can u make it rain i said bitch i'm a water bearer i bring da flood i'll make you drown,1,She said pop can u make it rain I said bitch I'm a water bearer I bring da flood I'll make you drown,she said pop can you make it rain i said bitch i am a water bearer i bring the flood i will make you drown,0,,0
they had a steak category ran that bitch like a busto,1,"They had a steak category. 

Ran that bitch like a busto.",they had a steak category ran that bitch like a busto,0,,0
so to the fat toothless sack chasing bitch that just yelled at me from her busted ass van window fuck off and get a real job,1,"So to the fat, toothless, sack chasing bitch that just yelled at me from her busted ass van window. Fuck off and get a real job",so to the fat toothless sack chasing bitch that just yelled at me from her busted ass van window fuck off and get a real job,0,,0
i miss you *eating as we speak* i miss you red bone and that cooking,0,@AutyAut_ I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!,i miss you eating as we speak i miss you red bone and that cooking,2,*eating→encroach[masking]; speak*→shave[masking],1
this game has devastated my joy i just want to eliminate the pain,0,"This game has devastated my joy, I just want to eliminate the pain!",this game has devastated my joy i just want to eliminate the pain,0,,0
the spear chuckers are flooding into upton park,0,@KenSuttling The spear chuckers are flooding into Upton Park.,the spear chuckers are flooding into upton park,0,,0
i would like to test and see how long your tongue really is my lady [eggplant emoji],0,"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe",i would like to test and see how long your tongue really is my lady eggplant emoji,0,,0
jihadis seem to be more upset over the location of the jedah conference in than its purpose,0,Jihadis seem to be more upset over the location of the Jedah conference in #Saudi than its purpose #ISIS,jihadis seem to be more upset over the location of the jedah conference in saudi than it is purpose isis,0,,0
lucky monkey,0,@Anotherpotheadd lucky monkey,lucky monkey,0,,0
he may be the president but that doesn't necessarily mean he's in the sole position of power in regard to making such decisions,0,He may be the President but that doesn't necessarily mean he's in the sole position of power in regard to making such decisions.,he may be the president but that does not necessarily mean he is in the sole position of power in regard to making such decisions,0,,0
nice wigger stache,1,@justinbieber nice wigger stache,nice wigger stache,0,,0
you lil dumb ass bitch i ain't fuckin wit chu i got a million trillion things i'd rather fuckin do than to be fuckin witchu,1,"you lil dumb ass bitch, i ain't fuckin wit chu!.. i got a million, trillion things i'd rather fuckin' do.. than to be fuckin witchu.",you lil dumb ass bitch i is not fuckin wit chu i got a million trillion things i would rather fuckin do than to be fuckin witchu,0,,0
i find it funny asf how people will try and tell you how you should live your life like bitch stay in my shadows thank you lol,1,I find it FUNNY ASF how people will try and tell you how you should live YOUR life. Like bitch! Stay in my shadows thank you lol &#128514;&#128514;,i find it funny asf how people will try and tell you how you should live your life like bitch stay in my shadows thank you laughing out loud,0,,0
there's no one to flirt with mad bitches in my inbox skrr skrr,1,"There's no one to flirt with, Mad bitches in my inbox. Skrr skrr",there is no one to flirt with mad bitches in my inbox skrr skrr,0,,0
it ain't nothing to cut that bitch off,1,RT @Yannapyt: it ain't nothing to cut that bitch off &#127908;&#127911;,it is not nothing to cut that bitch off,0,,0
fuck the yankees,1,@caylinwillis Fuck the Yankees,fuck the yankees,0,,0
she said she don't like the fact that i smoke cigarettes well sorry mrs.ladybitch i don't like the fact that you're a hoe,1,She said she don't like the fact that I smoke cigarettes. Well sorry Mrs.LadyBitch I don't like the fact that you're a hoe,she said she do not like the fact that i smoke cigarettes well sorry mrs ladybitch i do not like the fact that you are a hoe,0,,0
keep these hoes on yet toes don't tell them nothing,1,@wiz_khaliefer97 @brandonescaler keep these hoes on yet toes ! Don't tell them nothing &#128514;,keep these hoes on yet toes do not tell them nothing,0,,0
bitches,1,bitches,bitches,0,,0
my manager is retarded bruh always asking siri some spellings .this nigga is dum af doe,1,My manager is retarded bruh always asking siri some spellings. &#128514;&#128514;&#128514; ..this nigga is dum af doe,my manager is retarded brother always asking siri some spellings this nigga is dum af doe,0,,0
baby monkey bathtime awwwwe this is soooo adorable,0,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",baby monkey bathtime awe this is so adorable,2,awwwwe→awe[elongation]; soooo→so[elongation],1
drink up bitches,1,Drink up bitches,drink up bitches,0,,0
los pussy ass lost by points i winnnnnnnnn,1,Los pussy ass lost by 3 points!! &#128514;&#128514;&#128514; I WINNNNNNNNN,los pussy ass lost by three points i win,1,winnnnnnnnn→win[elongation],1
awe did i cut you off and make you mad that's too dam bad shoulda been going the fucking speed limit bitch,1,"Awe did I cut you off and make you mad? That's too dam bad, shoulda been going the fucking speed limit bitch",awe did i cut you off and make you mad that is too dam bad should have been going the fucking speed limit bitch,0,,0
she may be dumb as a stump but even sarah mocks obama,0,"She May Be Dumb As A Stump, but even Sarah mocks OBAMA! http://t.co/Qwxb4wbfZq&#8221;",she may be dumb as a stump but even sarah mocks obama,0,,0
lmfao oh nah she keep it three hunna twitpic a selfie if u a ho,0,"RT @KarinaCasallas: LMFAO OH NAH SHE KEEP IT THREE HUNNA""@catoxx3: @DJZeeti twitpic a selfie if u a ho http://t.co/j4RuNFZrtX""",laughing out loud oh no she keep it three hunna twitpic a selfie if you a ho,0,,0
me bitch when and where,1,@cody_laws @ me bitch. When and where?,me bitch when and where,0,,0
hey the thing is a joke benghazis under bush no hearings more on benghazi than real 9-11 attack,0,"@LilMissRightie Hey #teabagger the #benghazi thing is a joke. 13 Benghazis under Bush, no hearings. More on Benghazi than real 9-11 attack",hey teabagger the benghazi thing is a joke thirteen benghazis under bush no hearings more on benghazi than real nine eleven attack,0,,0
i call those my ghetto nunchucks.the reason i went jail as well,1,@freshalina I call those my ghetto nunchucks...the reason I went 2 jail as well :(,i call those my ghetto nunchucks the reason i went two jail as well,0,,0
dam this niggah trippin off ecstasy,1,Dam this niggah trippin off ecstasy,dam this niggah trippin off ecstasy,0,,0
no sex bitch i only want the neck bitch,1,RT @Tierrraaaaa: no sex bitch I only want the neck bitch .,no sex bitch i only want the neck bitch,0,,0
when you eat the pussy so good she can't control her moans,1,RT @CraziestFreaks: When you eat the pussy so good she can't control her moans &#128523;&#128166;&#128069; http://t.co/Gumzv3iKdJ,when you eat the pussy so good she cannot control her moans,0,,0
"tell them hoes ""i'm all friended out",1,"Tell them hoes ""I'm all friended out""",tell them hoes i am all friended out,0,,0
i never really rocked with the white sole i feel ya bro but these my favorite foam of all time,0,@Gutta_DaDon I never really rocked with the white sole. I feel ya bro. But these!!? My favorite Foam of all time. http://t.co/lTSsn34IFJ,i never really rocked with the white sole i feel you brother but these my favorite foam of all time,0,,0
another long night with allergies need better ned than zertec or however you spell it,0,another long night with allergies! need better ned than zertec or however you spell it!,another long night with allergies need better ned than zertec or however you spell it,0,,0
one who can't keep his bitch what kind of man can't parallel park,1,RT @SVO__: One who can't keep his bitch RT @StaceyNoDash_ What kind of man can't parallel park?,one who cannot keep his bitch what kind of man cannot parallel park,0,,0
serious question what do white boys pull up on bitches bumpin,1,Serious question: what do white boys pull up on bitches bumpin?,serious question what do white boys pull up on bitches bumpin,0,,0
new bus stop guy across the street is yelling and doing david lee roth kicks at swooping crows i should learn karate,0,RT @ErinEph: New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.,new bus stop guy across the street is yelling and doing david lee roth kicks at swooping crows i should learn karate,0,,0
i done been to the top i done sipped the juice/ and with that being said bird crumbs will never do,0,"I done been to the top, I done sipped the juice/ and with that being said, bird crumbs will NEVER do!",i done been to the top i done sipped the juice and with that being said bird crumbs will never do,0,,0
lucky monkey,0,@zt0mm lucky monkey,lucky monkey,0,,0
now the jihadi networks waking up and claiming radio ;confirmed& two planes shot down and pilot captured,0,"Now, the Jihadi networks waking up &amp; claiming #Raqqa radio &#8220;confirmed&#8221; two planes shot down &amp; 1 pilot captured. #ISIS #Syria",now the jihadi networks waking up and claiming raqqa radio confirmed two planes shot down and one pilot captured isis syria,0,,0
black people like disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,1,Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,black people like disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,0,,0
"i'm finally ready to mass market my skidmark-resistant tighty whities but apparently ""uncrustables is already taken fu&",0,"RT @CzickenShack: I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;",i am finally ready to mass market my skidmark resistant tighty whities but apparently uncrustables is already taken,0,,0
a portable septic tank for allllll those pesky feelings,0,RT @77StephanieG77: A portable septic tank. For allllll those pesky feelings.,a portable septic tank for al those pesky feelings,1,allllll→al[elongation],1
"""my bro made out with an ugly chick at a festival while drunk so now he's known as larry bird because he hits ""threes",0,"RT @TheDrunkStory: ""My bro made out with an ugly chick at a festival while drunk so now he's known as Larry bird because he hits ""threes"""" &#8230;",my brother made out with an ugly chick at a festival while drunk so now he is known as larry bird because he hits threes,0,,0
ain't no love in the ghetto,0,Ain't no love in the ghetto &#128148;,is not no love in the ghetto,0,,0
omoide yokocho shinjuku tokyo japan jap& ;n by lost in japan by miguel mich& ;n,0,"Omoide Yokocho : Shinjuku, Tokyo, Japan / Jap&#243;n by Lost in Japan, by Miguel Mich&#225;n http://t.co/7J2uXi5501",omoide yokocho shinjuku tokyo japan japon by lost in japan by miguel michan,0,,0
if your boy breaks up with you and has a new girlfriend a couple days later then there was something you didn't know abo&,0,"RT @Sydhinton922: If your boy breaks up with you and has a new girlfriend a couple days later, then there was something you didn't know abo&#8230;",if your boy breaks up with you and has a new girlfriend a couple days later then there was something you did not know,0,,0
bitch in the middle look like a daddy long leg,1,&#8220;@FunnyPicsDepot: bitch in the middle look like a daddy long leg &#128557; https://t.co/f2L8dpbrES&#8221;@KellieNehls,bitch in the middle look like a daddy long leg,0,,0
she know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec,1,She know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec !,she know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec,0,,0
i just need to know what that pussy like so one time is fine with me drizzy lol,1,I just need to know what that pussy like so one time is fine with me - drizzy lol,i just need to know what that pussy like so one time is fine with me drizzy laughing out loud,0,,0
my mom didn't buy me oreos she doesn't love me,0,My mom didn't buy me Oreos she doesn't love me,my mom did not buy me oreos she does not love me,0,,0
i'm going to crush that achievement and show them im better,0,I'm going to crush that achievement and show them I’m better.,i am going to crush that achievement and show them i am better,0,,0
i don't want arod back,0,#Yankees #FireCashman I don't want Arod back.,yankees firecashman i do not want arod back,0,,0
jhene aiko ain't shit but a spiteful side hoe she ain't even fine,1,Jhene Aiko ain't shit but a spiteful side hoe she ain't even fine,jhene aiko is not shit but a spiteful side hoe she is not even fine,0,,0
you can mock michelle obama's video but the turnip is now third in line of succession for president https&,0,"RT @RubinReport: You can mock Michelle Obama's #TurnipForWhat video, but the turnip is now third in line of succession for president. https&#8230;",you can mock michelle obamas turnipforwhat video but the turnip is now third in line of succession for president https,0,,0
it's a bird.it's a plane.it's jake mcgee,0,RT @UFlorida: @GatorZoneFB It's a bird...It's a plane...It's Jake McGee! http://t.co/WVdLScoDvw,it is a bird it is a plane it is jake mcgee,0,,0
and red sox are scoreless as we play in the 2nd inning.& the bambino is watching,0,"&#8220;@Yankees: #Yankees and Red Sox are scoreless as we play in the 2nd inning.&#8221;
THE BAMBINO IS WATCHING!",yankees and red sox are scoreless as we play in the second inning the bambino is watching,0,,0
shy bladder group protests rob lowe directv ad,0,RT @DRUDGE_REPORT: Shy bladder group protests Rob Lowe DIRECTV ad... http://t.co/d5YxglIoKL,shy bladder group protests rob lowe directv ad,0,,0
nigor,0,@urbasicyabish nigor??,nigor,0,,0
i wear beanies all winter long so no bandanas till summer&,0,RT @taylorcaniff: I wear beanies all winter long! So no bandanas till summer&#128525;,i wear beanies all winter long so no bandanas till summer,0,,0
yellow jackets at gas station trash cans are the worst,0,Yellow jackets at gas station trash cans are THE worst,yellow jackets at gas station trash cans are the worst,0,,0
dawg man this about to be another trash thursday night game,0,Dawg!! RT @Chill__Cosby: Man this about to be another trash Thursday night game,dawg man this about to be another trash thursday night game,0,,0
of course win or lose you always had the most exciting matches spilt blood and all and you aren't a trash talker,0,@rbigwood @GameOfArmsAMC of course! Win or lose you always had the most exciting matches. Spilt blood and all and you aren't a trash talker!,of course win or lose you always had the most exciting matches spilt blood and all and you are not a trash talker,0,,0
.anti american republicans and teabaggers stop forcing ur religion on the rest of us stockman u dont pray.liar,0,@SteveWorks4You @teaparty ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar,anti american republicans and teabaggers stop forcing your religion on the rest of us stockman you do not pray liar,0,,0
lil spook and yung lean and robb all night,0,lil spook and yung lean and robb all night,lil spook and yung lean and robb all night,0,,0
;not all black girls are ghetto though,0,RT @Medz4u: &#8226;not all black girls are ghetto though,not all black girls are ghetto though,0,,0
i can guarantee a few things you're white you've never been anywhere near a real ghetto you or a relative is a pig 100%,1,"@SlothNG i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%",i can guarantee a few things you are white you have never been anywhere near a real ghetto you or a relative is a pig one hundred percent,0,,0
lmao brutal for the nigs who can't get jobs lol,1,"@APrivilege lmao.. Brutal for the nigs who can't get jobs, lol..",laughing out loud brutal for the nigs who cannot get jobs laughing out loud,0,,0
"a sign at ""checkpoint charlie a well known crossing point between east and west berlin when germany&",0,"RT @StephMcMahon: A sign at ""Checkpoint Charlie"", a well known crossing point between East and West Berlin, when Germany&#8230; http://t.co/0l0Kg&#8230;",a sign at checkpoint charlie a well known crossing point between east and west berlin when germany,0,,0
salute to derek jetter best yankee ever,0,RT @donnellrawlings: Salute to Derek jetter! Best Yankee ever!,salute to derek jetter best yankee ever,0,,0
youre cheating on mickey bubbles :o,0,@elise_palmer youre cheating on mickey bubbles! :O,you are cheating on mickey bubbles o,0,,0
oreo cheesecake bars,0,RT @foodbibIe: Oreo Cheesecake Bars http://t.co/RT27crIqZj,oreo cheesecake bars,0,,0
if you a bird throw it up,0,RT @BirdGang316: If you a bird throw it up #birdgang #EaglesNation,if you a bird throw it up birdgang eaglesnation,0,,0
bitch im 5'7 1/2 smd hoe,1,@laceeybugg bitch im 5'7 1/2 smd hoe,bitch i am five seven one half smd hoe,0,,0
off to the east of your current location on an east-facing slope (dry side of a dry place,0,"@El_Grillo1 Off to the east of your current location, on an east-facing slope (dry side of a dry place).",off to the east of your current location on an east facing slope dry side of a dry place,0,,0
aye sae en feeld kawkin dyke,1,@RAEPaelMunturo @WorldStarFunny aye sae en feeld kawkin dyke,aye sae en feeld kawkin dyke,0,,0
long story lol but i've missed you faggot,1,@_Saltlife13 Long story lol but I've missed you faggot,long story laughing out loud but i have missed you faggot,0,,0
killing it at home,0,Killing it at home! &#127936; #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http://t.co/2qwEPnUx,killing it at home nba pacers indiana paulgeorge hoosiers basketball hashtag winning,0,,0
u guys are fags,1,@caykelly16 @MadisonEarhart u guys are fags.,you guys are fags,0,,0
niggas only get fucked up only on weekends and i get fucked up daily bitch i still do it bigger not on my level,1,"Niggas only get fucked up only on weekends and I get fucked up daily, bitch I still do it bigger, not on my level",niggas only get fucked up only on weekends and i get fucked up daily bitch i still do it bigger not on my level,0,,0
close your eyes and let the world paint a thousand pictures one good girl is worth a thousand bitches,1,"Close your eyes and let the world paint a thousand pictures, one good girl is worth a thousand bitches...",close your eyes and let the world paint a thousand pictures one good girl is worth a thousand bitches,0,,0
fuck with us you know we tweakin hoe,1,Fuck with us you know we tweakin hoe,fuck with us you know we tweakin hoe,0,,0
"new to the game but as i understand it the first rule of soccer is ""whichever team acts more like a bitch shall be awarde&",1,"RT @RMcElhenney: New to the game but as I understand it, the first rule of soccer is ""whichever team acts more like a bitch shall be awarde&#8230;",new to the game but as i understand it the first rule of soccer is whichever team acts more like a bitch shall be awarde,0,,0
john mccain trashes jay carny live on cnn,0,John McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama http://t.co/ZT690BkTrI,john mccain trashes jay carny live on cnn syria isis obama,0,,0
"when joey bada$$ said ""traded in my nikes for a new mic i guess it's safe to say he sold his soles for a new life http:/&",0,"RT @rappersaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" http:/&#8230;",when joey bada said traded in my nikes for a new mic i guess it is safe to say he sold his soles for a new life http,1,bada$$→badass[special_char],1
birds your grandkids may never see thanks to climate change,0,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",ten birds your grandkids may never see thanks to climate change climate,0,,0
csgo bitch,1,@TheBovee CSGO bitch.,csgo bitch,0,,0
our taxi driver is fucking retarded he doesn't know how to get from grapevine to lewisville,1,RT @charlieecai: Our taxi driver is fucking retarded.. He doesn't know how to get from grapevine to lewisville,our taxi driver is fucking retarded he does not know how to get from grapevine to lewisville,0,,0
how to get unlimited pussy in high school,1,RT @CauseWereGuys: How to get unlimited pussy in high school http://t.co/0yaDezrREr,how to get unlimited pussy in high school,0,,0
of rain showers and weepy fog of soft light and cool touch of wild wind that carry music of birds who cease to soar this feel&,0,"RT @AChosenWord: Of rain showers
&amp; weepy fog
of soft light
&amp; cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel&#8230;",of rain showers and weepy fog of soft light and cool touch of wild wind that carry music of birds who cease to soar this feel,0,,0
lil stupid ass bitch,1,lil stupid ass bitch,lil stupid ass bitch,0,,0
nigga payback's a bitch,1,Nigga payback's a bitch..!,nigga paybacks a bitch,0,,0
everyone that says is a queer,1,Everyone that says #LetsMakeItAwkward is a queer. #JustMadeItAwkward,everyone that says letsmakeitawkward is a queer justmadeitawkward,0,,0
can kids say much when their parents pay for everything if he paying every bill i can't complain abo&,0,"RT @Fant4stic63: Can kids say much when their parents pay for everything? RT @Andrea_Michele: If he paying every bill, I can't complain abo&#8230;",can kids say much when their parents pay for everything if he paying every bill i cannot complain,0,,0
bitch please don't get shot doug,1,"@NFLBadwitch bitch please. Don't get shot, Doug. @TheJazzyBelle",bitch please do not get shot doug,0,,0
ily hoe cheer up pretti,1,@Katiebentel ily hoe cheer up pretti,ily hoe cheer up pretti,0,,0
my fuckin name hoe,1,@fyps__ my fuckin name hoe,my fuckin name hoe,0,,0
great gif got a source for,0,@teapot Great GIF. Got a source URL for @gifs?,great gif got a source url for,0,,0
we all know this nigga a bitch niggas got nerve on twitter,1,RT @HaloTGMG: @1stName_Bravo we all know this nigga a bitch.... niggas got nerve on twitter.,we all know this nigga a bitch niggas got nerve on twitter,0,,0
poll florida governor rick scott is leading charlie crist by five points,0,RT @mundyspeaks: Poll: Florida Governor Rick Scott is leading Charlie Crist by five points. http://t.co/W2Kkny4Nvy,poll florida governor rick scott is leading charlie crist by five points,0,,0
why y'all ain't tell me young thug nails look better then mine lol fckin faggot,1,RT @BeeMsPerfect: Why y'all ain't tell me young thug nails look better then mine ? lol fckin faggot,why you all is not tell me young thug nails look better then mine laughing out loud fckin faggot,0,,0
fuck that hoe thats exactly what dese hoes doin gettin fucked nd yall niggas the one to blame,1,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame,fuck that hoe that is exactly what dese hoes doin gettin fucked nd you all niggas the one to blame,0,,0
"""they have to that division is trash saints gon win the nfc south.watch",0,"""They have to. That division is trash @NoMeek_JustMilz: Saints gon win the NFC South...watch""",they have to that division is trash saints going to win the nfc south watch,0,,0
every quest in this game just hates me i'm going to ruin it,0,Every quest in this game just hates me; I'm going to ruin it.,every quest in this game just hates me i am going to ruin it,0,,0
blue-sapphire-earrings 18k-yellow-gold-clip-on-diamond alexandra earrings in emerald crystal on emma,0,blue-sapphire-earrings 18k-yellow-gold-clip-on-diamond Alexandra Earrings in Emerald Crystal on Emma http://t.co/5j3lRXgrcn,blue sapphire earrings k yellow gold clip on diamond alexandra earrings in emerald crystal on emma,0,,0
shout out to the faggots who took a million and one selfies on my phone,1,RT @MichalaSmith4: shout out to the faggots who took a million and one selfies on my phone. &#128530;&#128514;&#10084;&#65039; @zzachbarness @michealallen72 http://t.co/&#8230;,shout out to the faggots who took a million and one selfies on my phone,0,,0
yo ugly ass eyes havin ass bitch,1,@thundercurlz yo ugly ass 4 eyes havin ass bitch,yo ugly ass four eyes havin ass bitch,0,,0
word but what r dms a twitter crush is some bitch shit man up and enter her dm's bruh,1,Word... But what r Dms? RT @BakeGriffin A twitter crush is some bitch shit. Man up &amp; enter her Dm's bruh,word but what are dms a twitter crush is some bitch shit man up and enter her dms brother,0,,0
nikko a gay bitch,1,Nikko a gay bitch,nikko a gay bitch,0,,0
honestly if the most hoodiest ratchet bitch asked me to her prom i'm in dere,1,Honestly if the most hoodiest ratchet bitch asked me to her prom I'm in dere,honestly if the most hoodiest ratchet bitch asked me to her prom i am in dere,0,,0
why all the bitches fake gay now,1,Why all the bitches fake gay now?,why all the bitches fake gay now,0,,0
bitch you ain't getting none tho i like big butts so i can grab them&,1,RT @ItsDomanic_: bitch you ain't getting none tho &#128514; &#8220;@BrianLovesAss_: I like big butts so I can grab them&#8221;,bitch you is not getting none though i like big butts so i can grab them,0,,0
this how most of yall side hoes gone look on valentines day lol,1,This how most of yall side hoes gone look on valentines day!! Lol http://t.co/SJmjiysthI,this how most of you all side hoes gone look on valentines day laughing out loud,0,,0
any more birds in school,0,@TheGamecubeGuy any more birds in school?,any more birds in school,0,,0
she paid $5 to hold the monkey and look what he did this monkey real af,0,RT @CHlLDHOODRUINER: she paid $5 to hold the monkey and look what he did &#128514;&#128557;&#128553; this monkey real af http://t.co/NgeCuWehHb,she paid five dollars to hold the monkey and look what he did this monkey real af,0,,0
give them bitches good head i can assure you they will be back,1,"give them bitches good head, i can assure you they will be back ^_^ ; )",give them bitches good head i can assure you they will be back,0,,0
we don't love this hoes,1,@Gjulio34 we don't love this hoes,we do not love this hoes,0,,0
how my bestf gon call me people like ima regular niggah to her now smh,1,"How my bestf gon call me "" People "" like ima regular niggah to her now smh .",how my bestf going to call me people like ima regular niggah to her now shaking my head,0,,0
"""hick and raver is a venn diagram that has a very large intersection",0,"""hick and raver is a venn diagram that has a very large intersection""",hick and raver is a venn diagram that has a very large intersection,0,,0
letz getup deep dish vocal mix nagasaki hiroshima yellow asian flu ^n emoto ill egg god,0,@IAMQUEENLATIFAH @plated letz getup deep dish vocal mix Nagasaki Hiroshima yellow asian flu ^n emoto ill egg god? http://t.co/CH0XfVEKz9,letz getup deep dish vocal mix nagasaki hiroshima yellow asian flu and emoto i will egg god,0,,0
all that but the bitch can't take a joke,1,All that but the bitch can't take a joke. @itsz_princessz @IGGYAZALEA,all that but the bitch cannot take a joke,0,,0
whheeet bitch you lying,1,whheeet bitch you LYING,whheet bitch you lying,1,whheeet→whhet[elongation],1
word to ray rice if i marry you ain't gone be no divorces bitch only way outta this is in a box or in handcuffs.&,1,Word to Ray Rice RT &#8220;@WinningAssNick: if I marry you ain't gone be no divorces bitch. only way outta this is in a box or in handcuffs.&#8221;,word to ray rice if i marry you is not gone be no divorces bitch only way outta this is in a box or in handcuffs,0,,0
