index,Text,ed_label_0,ed_label_1,Label
3152,"  == Unalienable Rights ==  Thanks for speaking up when you see blatantly corrupt editing.  You should see this guy, Mel, over at Inalienable rights.  He's changed the wording of the Declaration of Independence from unalienable to inalienable.  If you want to speak up about this too, please feel free.    ",0.9,0.1,0
3153, ::He lied on my RFC too.  He's a liar.,0.111111111,0.888888889,1
3154," ::Maybe Xining has such a big area that it spills into neighboring Gansu province, so that there's urban area that's part of Xining, but not in Qinghai. Either that or there's a serious typo. I searched Xining population in Google and this link provides a more credible figure of 700,000: http://www.travelchinaguide.com/cityguides/qinghai/xining/. I assume the figure of 1.1 million would not be for Xining city itself but for the county Xining is in, as 7,671 sq km is a huge area for a city of less than a million. I assume the urban figure would be Xining's population plus any other developments in the county that are considered urban. I could find something more official, but I'll leave that for someone else. ",1,0,0
3155,"  == Construction cost ==  I was wondering if the $165 million mentioned in the article was how much it cost at the time, or is it an inflated value.  ",1,0,0
3156,"`. : You say he attempted “nothing liberal.” You forget his first act in office – permitting gays to be in the military. His noble but doomed attempt to give us national health care in 1994 was admirable. And don’t forget that he passed the assault weapons ban in 1994 even though he sacrificed the Democratic Party’s majority in the House to do it. Clinton's ``era of big gov't is over`` was merely a statement of fact, as Americans have abandoned the idea. He did “end welfare as we know it,” but what he ended was cash payments to poor people. He greatly enlarged the number of social programs in the United States, and this in spite of having to work with a Republican-controlled House and Senate from 1995 to 2001. You may remember that Clinton’s State of the Union addresses were laundry lists of social programs he wanted passed – programs that helped many millions of people. I’m especially fond of Americorps. On balance, I’m convinced that Clinton was a liberal, not one of your “centrists.”  :The tally: If Clinton isn’t on this list, we should also remove, at least, Kerry and Wilson. Huey Long is off the list, no questions asked. The others are open to debate, but again I remind you, I would put all these people on the list except Huey Long. And I would definitely include Clinton`",0.947368421,0.052631579,0
3157,"`  == do unto others ==   I see that you have, for the third time in a few minutes, added an unencyclopedic remark about Ann Coulter's sex life. You are disrupting the page, and editing not out of a spirit of NPOV, but to deliberately provoke others and bait them to revert your work. I am asking an Admin to address this problem. klenk   Paul, you have removed this reference as often as I have added it.   It is true that Bill Maher has joked about his sexual relations with Ann Coulter on his TV show, I saw the episode myself and I'm sure there are plenty of references to it online.   There is more than ``joking about`` it going on between the two but nothing that can be cited here.   I searched the wikipedia policies and could find nothing violated and there are plenty of articles that mention the sex lives of various people.   As you didn't try to remove the description of Maher being a ``friend`` of hers and as your ``balanced`` description of Ann that leaves out her factual distortions you are being clearly POV here.   `",0.5,0.5,0
3158,  ==Nude images==  Where would one find the nude images of Sheryl de Grippo (link)? Cheers.   ,0.9,0.1,0
3159,Pleeease do not change this i dont think it can better any get please Lisa Kushell marry me!!!!' ,0.9,0.1,0
3160,"alright, i moved it out of the top section and included it in the media relations section.   ",1,0,0
3161,`  You are wrong!  I also hadd a friend named Neils who kept telling me every time he saw the Dinner and A Movie that he would bend Annabelle Gerwitch ``Over the table`` for some reason but I myself am more into Lisa Kushell.  She is very very beautifull@! `,1,0,0
3162,"`  == ``I move discussions quickly`` ==   In other words, don't bother writing things here.   `",1,0,0
3163,  Just a side not did YOU notice that of all the people listed on this article as being Diner and a MOvie people ONLY Lisa Kushell has an article on her!b  You know whY??  she's so HOT and the ONLY one with ANY talent.  (plus she's HOT) ,1,0,0
3164,"  == canada/vietnam war ==   tinydaddy ... please.  canada did not send troops do the vietnam war.  there are many immigrants in the us who join the forces, it doesn't mean their countries sent troops to iraq.   coulter was shooting her mouth off and was wrong, this was not a 'clarification'   ",0.888888889,0.111111111,0
3165,"  :::Your libelous use of facts that are not in evidence has gone too far this time, Commodore Sloat.  I regret that I have no choice but to use all my forces against your dryer.  May you never find another matched pair.    ",0.6,0.4,0
3166,"  == Samuel Krafsur! ==  Hi Nobs01, Just thought you'd like to vote on the Samuel Krafsur article. Apparently his son Elliot Krafsur has taken offense to it and is now trying to get it deleted.    Hi, they seem to be trying to plead their case for speedy deletion now! Wikipedia:Speedy deletions",1,0,0
3167, ::Eh?  Girlvinyl = man?  Had me fooled.   ,1,0,0
3168, 145allen ave ocean side ny 11572 6787173 she need tom cruise drinner eat send you the money to you tia nancycruise cruz  she write book about hime so much  ticke to your show 6787173oprah winefey to your show   whant whant tolet hime see the book bout hime so much i dream bout hime so much she like to meet hime so much my dream bout hime so much sat 630 to see hime tom cruise sat to have funny fanny oprah winfey cut the nall in side let tom cruise see the nall i cut tham so much call me wihte wihe nice care to meet tom cruise,1,0,0
3169,"Yes I totally agree now thank you.  Besides, I DO write about USA shows when they involve LIsa Kushell but if you read my help on Diego Maradona and the Hand of God goal you know I watch Argentinian TV too my parents have a big satellite an I watch stuff from all over the world, and porn a lot too thanks.   ",0.9,0.1,0
3170,  == Woo! ==  HI Lucky 6 point 9 what is going on its me again!!  I'm feeling just stupendous right now!  I saw your comments and left you all a note of the Request for Comment page.  I'm really really sorry about being sooo naughty and hope we can turn a new page in our lives and start over from the beginning.  I'm feeling great and quite lively tonight!! Have a good ONE !!! )  ,0.8,0.2,0
3171,  == Merda! ==  Please please please dont do that I am really sorry!  Just give me one more chance I'm really feeling the bad about all this.  Its Friday night after all and I just got here.  There's a 5 hour time difference you know between us.  Dont let that become a gulf that separates two human beings this is the Internet lets all just be nice.  Please dont do mean things to me I'll get better I PORMISE! ,1,0,0
3172,"` 2005 (UTC)  Bisgh, I am kind of mentally different and like to do things that people dont approve of necessarliy but how would you like it if you were locked in your parents big house all alone most of the time either with just a computer and a TV??  I DO have friends but they have to come over and see me most of the time and I can't go see THEM without supervision.  If have some money from my parents but can't really live alone yet and I don't know when.  So a lot of my time is just sitting here ( Now Lucky wants to banish me for doing drugs.  Well what would you do if it was after midnight and you hadn't gone out in 2 days either?  I``m sorry, do what you have to do but please try to undrestand me. 02:39, 3 September`",0.888888889,0.111111111,0
3173,"`  Bisgh, I am kind of mentally different and like to do things that people dont approve of necessarliy but how would you like it if you were locked in your parents big house all alone most of the time either with just a computer and a TV??  I DO have friends but they have to come over and see me most of the time and I can't go see THEM without supervision.  If have some money from my parents but can't really live alone yet and I don't know when.  So a lot of my time is just sitting here ( Now Lucky wants to banish me for doing drugs.  Well what would you do if it was after midnight and you hadn't gone out in 2 days either?  I``m sorry, do what you have to do but please try to undrestand me. `",0.862068966,0.137931034,0
3174,"`  :Indeed those countries not party to the invasion should not be listed, making a distinction between the invasion and the coalition. We should thus have refeneces backing up who was involved. Stating ``some countries were involved`` is true, and too vague. I do think the list should be enumerated where the info can be found.  `",0.888888889,0.111111111,0
3175," September 2005 (UTC)  Yeah, the logo was a nice addition. Keep up the good work.  03:01, 3",1,0,0
3176,"`puh-leez, Coulter herself said she was wrong when she ``clarified`` her position.   So either she was wrong in the first place or wrong in the second.   It doesn't really matter to me, what's ridiculous is her justification of her initial statement.  It's like saying China sent troops to Iraq if there happened to be a single Chinese-born American in the marines.  `",0.8,0.2,0
3177,"`Hi Paul  Given your previous edits of this article I'm wary of your neutrality here, but here's what I think about this  The 'controversy' section actually has several subsections.   Only the Jones section isn't broken into its own subsection  I guess you don't want to modify those for now.  I looked into the history and at one point it was called ``a controversial person`` and was much different than its current incarnation.  The Jones subsection is overly long, but I would imagine this particular paragraph has gone through so many iterations that we can't deduce the original intention without looking at older editions.   For instance, the part about Paula buying a house and accruing a tax bill could have evolved beginning with a quote from Coulter calling Jones (her supposed ally) trailer trash.   From there someone may have objected to the quote, so someone else explained its context by saying Jones posed nude.   Then someone didn't want to look POV with regard to Jones so explained her behavior because of a huge tax bill, then someone explained that as a result of buying a house, etc etc.   Most actions in a persons life can be explained, partially, by circumstances out of their control, so explanations like this can go on for eternity.  The references to ``Oh Paula`` probably developed similarly, with someone demanding citations.   If an evolutionary chipping away of coherency this did occur,  it isn't reasonable to wipe the section altogether.   I saw another reference on the talk page to the Vietnam section being originally quite short but gaining a life of its own as its context was wiped and arguments about it transformed it into something which probably has more weight than it deserves.  I'm sure LimpDaddy would object to this being objective, but the way I see it, the important parts of the Paula Jones section are - Coulter wanting to ``bring down the president``, no matter the best interests of her client/advisee  - Coulter, a supposedly great lawyer, advising Jones to go forward on a case that was ultimately dismissed - Coulter using Paula Jones then washing her hands of her once the dust settled (calling her ``trailer trash``)  Additionally, the motives of the various authors are at odds, but reading it, the picture that emerges is of a very two-faced individual.  I'm sure some would say Coulter just learned the truth about Jones upon which she changed her tune, but that doesn't give Coulter nearly enough credit.  Though it doesn't matter for this section, you might see that the ``trailer-park trash`` comment.   It is not satire or sarcasm to achieve comic effect, it is an honest to goodness insult.  `",0.9,0.1,0
3178,"Suck it!!! Asyou're used to do,ignorant Romanian Nazi!  ",0.105263158,0.894736842,1
3179,"! YOU'RE AN IGNORANT PHALLUS-SUCKER, NO MATTER WHAT YOU SAY OR THE WAY YO TRY TO INSULT ME, AS YOUR INSULTS DON'T CHANGE MY BEING, BUT ONLY RETURN BACK TO YOU, BASTARD",0.3,0.7,1
3180,"`    Having just re-watched the episode, a few factual corrections...  * Picard obtains 2 days worth of memories in ``minutes``, not hours * The previous Q trial was 7 years, not 6 years, ago. * The article asserts that the Q continuum didn't think Picard ``had it in [him]`` to sacrifice his crew 3 times. But the actual dialogue from the episode mentions nothing about the importance of sacrificing the crew; it was instead ``realizing the paradox`` that the continuum didn't think Picard ``had in him``.`",1,0,0
3181,"  Hi, I deleted the reference to American Beauty, because I cannot for the live of me think how that film deals with petty bourgeoisie in any (overt/recognisable) way. If you can prove how, feel free to put it back in. Cheers, Lawson",1,0,0
3182,"`  ::Coligny most certainly did not ``live in Paris in a fabulous mansion`` as anon above has alleged...  He was staying in a hostel temporarily at the time of the wedding festivities...   His ancestral home, where he seldom was because of military campaigns, was in Chatillon sur Loing, and the Catholic mob had already disfigured it pretty badly with vandalisms prior to this.  By the Queen Mum's favourites' party, Coligny was a very hated man.  `",0.789473684,0.210526316,0
3183,"Yes. One version says honor, and one version says recognition.    ",1,0,0
3184,"Sam Spade, I am simply reminding you that edit warring is highly discouraged in Wikipedia. I'm sorry if I offended you; I understand that you have not violated WP:3RR yet, but I was simply reminding you of the policy designed to prevent edit warring. Also, let me remind you of the WP:NPA policy; I do not appreciate being called arrogant. My time here on Wikipedia is irrelevant to the discussion. Thank you.  | |    I sternly disagree.     :",0.722222222,0.277777778,0
3185," ::::Yeah, but that wasn't what I was looking for.   ",0.7,0.3,0
3186,"`  : The club has changed name to Frölunda HC, I've moved the page there and explained the names in the article. Also made a minor copyedit, more is needed.     `",1,0,0
3187,` :Some of the recent edits to the history section are dubious. ``Red China`` and ``Communist terrorists`` etc -  `,0.9,0.1,0
3188,"`  I'm a member of antineopian.com and I would say it's just as significant as other ``anti-sites`` It as refered to as a ``gathering place for people who hate neopets.`` that is a somewhat inaccurate description, we don't like neopets in its current state and want to inform others of the site's unfairness to its users. insignificant posts do exist, but there are plenty of significant posts as well.`",1,0,0
3189,"  ==Wikimania 2006== In the course of informal discussions at Wikimania in Frankfurt the possibility of having Wikimania 2006 in Vancouver was raised.  What makes Canada desirable for such a meeting is the capacity to draw delegates from the United States.  For many overseas delegates, however, U.S. visa requirements make that country less attractive.  All else being equal, Europeans see Vancouver as a more interesting Canadian city to visit than Toronto, the only other Canadian city to receive significant consideration.  Preliminary bids from various cities need to be made by Sept. 30, 2005.  A short list will be drawn from those bids.  Is there enough interest and energy to put together such a conference in Vancouver for August 2006?  The people in Frankfurt put on a tremendous gathering, with a core organizational group of about a dozen people.  Some 400 people attended from 52 different countries.  I expect that a North American Wikimania could be a little smaller, but we would still need a suitable facility.  It would be good to know that such a facility is available for a conference; the type of youth hostel facility that was used in Frankfurt does not exist in North America.  What would be the cost of hosting such a conference at UBC?  I'm looking for interest and commitment.  To that end I am proposing a Vancouver meetup for Saturday, Sept. 24.  If someone has a reasonably accesible place for such a meeting please let me know.  (I live in Richmond, but something in the city of Vancouver would be more appropriate.)  I am spammiong this to all Vancouver area Wikipedians that I can find.  Please reply to my talk page.   21:50:16, 2005-09-03 (UTC)",1,0,0
3190,  ==thanks and a request== Thanks for fixing my typos at Biblical scientific foreknowledge in the vegetarian lion section.  I apppreciate it.  Here is my request.  A bully boy was supressing the content so the pro Bible scientific foreknowledge info was hidden deep inside of footnotes or erased.   Anything you can do to help would be appreciated.   kdbuffalo,0.944444444,0.055555556,0
3191,"I have the copyright to this text, I've posted it to my blog and to here at the same day.",1,0,0
3192, ]  Hi Bhaddani I totally totally aunderstand!!  I'm feeling the so much better today you can't believe I really had fun so far this weekend )  If you have a chance you can go to my resuquest for comment and leave a note and such if you want. ,0.9,0.1,0
3193,"  == hi ) ==  Lucky, I am totally understanding of what you are meaning now. I'm having a great weekend few days too!  I'm going to take a break from the writing articles for the weekend and just concenntrate on the reading and learning part of wikimedia for now.  Plus though can you believe what  this bitter guy left on my talk page he helped me with a few things when I was really new and I voted for him as and Administrator (Like we talked about) and now lookk at this:  Brah, if you had read here, you would know that I am not an admin. Had I been nominated by a respectable person (not you), I would have stood a much better chance. Thanks for informing me of your  in doing so. Just to set the record straight, I would have never come to the aid of a troll such as you, admin or otherwise. Please do not bother me again. ⇝⇝    Whatt do you think about that? ",0.6,0.4,0
3194,  HI!  No I am sorrry to hear that.  But who has wrote more articles on here me or you?  Maybe nexxt time. ,0.888888889,0.111111111,0
3195,  :I've never heard an encyclopedia refer to itself in any manner.  I didn't even think they could talk.   ,1,0,0
3196,"hi paul  i am registered but typically don't log in.   pseudoanonymity is one of the pillars of wikipedia.   anyway, names like bigdaddy777 don't really helps us much.   i also don't know how to indent responses on these talk pages.  there are *many* non neutral edits.   look at almost any revert and you'll see a case where one person thinks another is not behaving neutrally.  i don't really know if this section should be called controversy, but her involvement with Paula Jones seems worthwhile.   If its too long how about a couple sentences and a link to a separate article about it?  you've commented on this already, but again, its not reasonable to remove things that have become crufty with two years of debate, especially if they're things that you might imagine yourself opposed to do to political sensibilities (for instance attacks on conservatives).   if you're really concerned about quality of content, the full archives of this article are available to peruse and sort out the most neutral truth, though it would take hours.  off to have fun!     ",1,0,0
3197,  Whats the matter bitch? You don't like to suck cock??,0.2,0.8,1
3198,"  No thanks faggot, I'm fine right here. But you might try going to hell. You don't like to suck other people's penises? Yeah, I had to be specific for you, since you're so motherfucking retarded. I guess you're not a homosexual after all?? Wow....never would've thought.",0.033333333,0.966666667,1
3199,and have fun please..,1,0,0
3200," You know, for human excrement, you're pretty fast to find vandalism, good job, you have a purpose in life.",0.666666667,0.333333333,0
3201,"  Ooooh, you blocked me, don't you feel all tough and mighty now you little prick? After all the bullies that picked on you and stole your milk money, you finally feel tough and significant by blocking me. Good job mate.",0.444444444,0.555555556,1
3202,"  :Clarified. I think i was able to work it, despite not being a French speaker, -  ",0.9,0.1,0
3203,"  ::Don't mind Jayjg.  He's just throwing up another smoke screen.  If we listened to the Rove's naysayers, we wouldn't consider anybody's definition of terrorism except the Department of Homeland Gestapo.    ",0.5,0.5,0
3204,"Speak for yourself, tough guy.  My only interest is in creating a definition that conveys information.  My actions back that up.  Your actions betray your true motivation as well.      ",0.333333333,0.666666667,1
3205,"No.  You are the one person who has disagreed with my proposal who doesn't have an obvious ulterior motive.  I appreciate honest criticism because it helps build a better article.  You are obviously interested in building a definition that conveys information because you are actively working toward that end, so your opinion is quite valuable.      ",1,0,0
3206,WRITE YOUR FUYCKING DISCOUSSION HERE YOU FUCK HEAD,0.1,0.9,1
3207," YOU RACIST PERSON! I BET U  WANT ME TO DIE ON THE STREETS BECAUSE I CANT REAESARCH THE WAR THANK YTO YOU. I NEED THIS TO GO TO HARVARD AND CA,BRIDGE BUT I CANT THNAKS TO U...",0.2,0.8,1
3208,  == OK LISTEN AIRPLANE GUY == HOW DARE YOU - DO U HJAVE NO RESPECT FOR DAVID BURGER? WHAT PROOF DO U HAVE?.. NONE!-  YOU ARTE AN INSULT TO DAVID BURGER- HIS CHILDREN- AND HIS CHILDRENS CHILDREN- AND HIS CHILDRENS CHILDRENS CHILDREN.  HE WAS A LEGEND THAT MADE GREAT MUSIC. U SHOULD BE ASHAMED.,0.111111111,0.888888889,1
3209,   THE GUY ABOVE ME IS A WANKER!!  ,0.1,0.9,1
3210,    MARK SWEEP IS A WANKER'''''',0.7,0.3,0
3211,"  :When creating a definition that effectively conveys information, we can't eliminate things that condemn ourselves.  I realize that self-incrimination goes against human nature, but we can resolve the discrepancy by taking incrimination out of our definitions.  Terrorism, for instance, doesn't have to be pejorative.  We can talk about it simply as a method of war or influence.  If terrorism isn't evil, then it doesn't matter if Israel includes terrorism as one of its tactics. :You may think that stripping any implication of terrorism from Israel is good for the Jewish people, but let's look at the big picture.  In the information age, we can no longer keep people from researching historical data.  Trying to subvert this information only serves to show the bias of those attempts.  With unrestricted global communication, manipulation of mass communication is passé.  I believe I can make a case for it never having been a good thing, but that is beside the point.  Regardless of whether it was ever good to suppress and change history, one thing is certain: it is increasingly harder to do so.    ",1,0,0
3212,"`==Vandal warnings==  ===One more=== Dear Wb,   Please stop adding nonsense to Wikipedia.  It is considered vandalism.  If you would like to experiment, use the sandbox. Thank you.  yours truly,    ===The others===     |     -      No prob.  Thanks for contacting me.  Believe me, I'd rather help you than block you.  So, here's some reading material:  Wikipedia:Manual of style.  This is an excellent resource for learning how to contribute here.  I'm also as close as my talk page.  Sorry to have come off harsh, but you wouldn't believe the sort of really weird edits from people who mean to harm the site instead of help it.  I'm extremely pleased to help you if you'd like. -    Wiki brah, why did you move a nomination for admin?  I'm not objecting, just confused.  Also, btw, how did you come across that page - it's not a usual page for new users to come across at first. Thanks in advance for your response.    ==Ho cakes==  Uh, right.  )  WB, what are you doing...?  I said I'd help you but if you do another edit like that last one, it'll be a time out.  OK?  No more weirdness?  Thanks. -    Well, in order to stay, your articles really need to meet a certain level of quality.  I'm sure you mean well, but you really need to settle down a tad and get a feel for the site.  You can't treat this like a blog page.  ``Ho cakes?``  I admit, it made me laugh, especially the ``featured article`` header.  But...stuff like that really isn't the best use of the site's resources.  The nice folks who pay for the servers want the best possible return on their investment.  Tell you what:  I have to run, but if you have an idea for an article, why not stop by my talk page and let me know what it is?  Maybe if I show you how to write a good article, you might understand WIkipedia better. -    It's OK.  We'll get you up to speed.  However, you should decide on a single user name.  Right now, you're bouncing between three of them.  How 'bout we just stick with this one here? -    :Last warning.  If you continue to post nonsense, or to disrupt Wikipedia by slapping a delete template on Cindy Sheehan, you WILL be blocked.     Actually, that is exactly what I was coming here to do.  That was uncalled for as was ``Monkey spank.``  Gotta give you a time out for a couple of days for disrupting this site.  Nothing personal.  However, you can still edit this page if you wish to respond to the block. -    == Good Morning ==  so what are you doing and going on?  Why is everyone being mean to me?  I am just trying to help.  I read some guidelines and articles and don't think she is a notable person just like a stuntwoman on tv for brief fame.  I am getting better but still sort of autistic my parents still keep me here.   No one wants to be mean to you.  I had a feeling you were autistic and I'm working with a couple of other autistic users.  We welcome you here.  But, you need to remember that this isn't a playground and that you simply can't edit the way you have been.  I'm giving you one more chance.  I'll remove your block, but only if you do the right thing, OK?  Let us all help you. -    OK, Brah.  I've unblocked you.  Now, please be good and edit like I know you can.  I have to go, but I'm keeping an eye on you.  )  Thanks. -     Hi, WB.  Man, I'm glad it was you and not the vandal I'm dealing with right now who's messing up my page.    If you want, I'll gladly paste that English-speaking template to your user page.  As far as making templates is concerned, they're pretty much like making articles, but I think you have to have the green light from other users before you create one.  I'll look into that for you.  Gotta run after I fix your user page. -    ==Take a look==  Think you'll like your user page now.  ))  Later! -    ==Sarah==  WB, please do not post articles like that.  There isn't a problem with pornography here, but there is a problem with nonsense and near-nonsense.  OK?  Please? -    Digging your user page.  )  What I am referring to is the non-notability of ``Sarah.``  Can't you think of something to write about other than an unverifiable third-rate porn actress starring in a fourth-rate porn movie?  I admit, it made me laugh, though. -    ==Copyright violation==  Hi, WB.  You cannot cut and paste information from other sites.  That's a violation of copyright law.  Not good.  Also, this is the English Wikipedia, not Brazilian Portuguese.  My friend, I don't want to send you for another time out, but this kind of editing is disruptive.  Let's wipe that thing out and start again, this time with a fresh article...one of your own. -    == Phil collins (south park) ==  I didn't vandalize your article, I put it up for VFD for the reasons I stated there. And I'm glad that Lucky is working with you, he's a good guy. That doesn't have much to do with your Phil Collins article, however.    I don't have any opinion about you, I don't know you. You shouldn't take my motion to delete your article as any kind of personal attack. As they say, it's nothing personal, it's just business. And, on a different note, please stop plastering  and related templates on my talk page.    == Templates ==  Wiki brah:   I'm sorry, I'm working on about a dozen other things at the moment that I need to finish. I'd like to be able to help, but I have too many things going on all at once. I really don't know much about porn anyway, I'm a theology professor, and I usually stick to contributing to theology articles or doing admin actions. Perhaps some of the more porn-savvy contributors could be of help?   ·     ==Concerns==  WB, do you realize that you just asked a Roman Catholic theologian - Essjay - for help with a porn article...?  And no, Soltak isn't picking on you.  He's trying to help but I think he's running short on patience.  I hate to say this, but so am I.  You keep on adding the same kinds of edits, you're using sockpuppets in an inappropriate manner (since when are you from Brazil, by the way?), you have yet to respond to a request for comment and now you're attacking other users.  I don't think you're being bad on purpose but your behavior's driving us kind of nuts.  I'd like you to do something for me.  Stay off Wikipedia this weekend.  That's not an order.  Instead, do something else.  Take a ride.  Go on a picnic.  Visit the park.  Go shopping.  Work on your hobbies.  Heck, watch some TV.  I plan on staying away myself.  I plan on spending time with my wife, flying my radio controlled airplanes and, quite possibly, start working on putting my 1965 Ford Mustang back on the street.  Poor little car's been sitting in my garage for six years and the weather should be pretty nice.  Might even tinker with my old '78 Mercedes-Benz 6.9 (that number sound familiar?).  In short, I'm going to do something that doesn't involve sitting by my computer.  You should too. -    I am not being mean to you, WB.  If you really are originally from Brazil, I'm sorry I doubted you.  The ``request for comment`` means that several other users are worried about the kind of work you're making for others to clean up after you.  Soltak told you about it.  If you go to Wikipedia:Requests for comment, you'll see what I mean and you'll have a chance to respond.  Did you read my last note all the way through?  Did you have a chance to enjoy your weekend away from the computer?  I had a rough day myself.  Crashed my model airplane after putting time and money into it (my fault) and my car's alternator blew out, leving me stranded.  So, sadly, I am back on the computer for the time being.  Once again, no one is being mean to you but your edits are causing problems and we all want to help you contribute better.  Otherwise, you may be blocked from editing for good. -    My bad.  I was thinking of another user who has a request for comment posted.  It isn't you and I'm sorry to have concerned you.  As far as the new articles are concerned, they are much better in my opinion than the ones you've done.  The one on the SNL skit ",0.9,0.1,0
3213,"  You have been temporarily blocked from editing for vandalism of Wikipedia. If you wish to make useful contributions, you are welcome to come back after the block expires.    ",0.888888889,0.111111111,0
3214,"  == Pamela Anderson ==  Joy Stovall, I want to entertain you (double meaning) !!! Pamela",1,0,0
3215,"  == Pamela Anderson article ==  Joy Stovall, I want to entertain you (double meaning) !!! Pamela",0.777777778,0.222222222,0
3216,"  == Vandalism  Pamela Anderson article ==  GraemeL, I want to entertain you, baby ! Pamela",0.8,0.2,0
3217,"  ::Well, with the 10-year-old comment, I was mainly refering to the part listing only points made, not specific opponents. Though of course you could see it as a list of the points that have been raised over time, regardless of whether they have been debunked by now or not. However, I'd see that as a bit confusing for the reader not familiar with the current literature on the issue.  ",1,0,0
3218,  ==Wikipedia widow== As the author and after further reflection under more sober circumstances I have tagged this article for speedy deletion as I believe it meets the criterion of General article 7 (1.2.7) at WP:CSD.   ,1,0,0
3219,"  shut up, jerk asshole.",0.1,0.9,1
3220,  cut the ass bullshit you are the biggest asshole in asshole history. YOU ASS,0.1,0.9,1
3221,"Welcome!  Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers: *The five pillars of Wikipedia *How to edit a page *Help pages *Tutorial *How to write a great article *Manual of Style I hope you enjoy editing here and being a Wikipedian! By the way, please be sure to sign your name on talk pages using four tildes (~~~~) to produce your name and the current date, or three tildes (~~~) for just your name. If you have any questions, you can post to the help desk or ask me on my talk page. Again, welcome!  ",1,0,0
3222,```Get a grip`` is slang. Means no more than ``calm down``. Not an insult. So calm dowm and don't see an insult in every request to CALM DOWN. You apparently believe soft tissue was found ONCE. Wrong. Find a quote from a reliable source that says no soft tissues were every found and we can delete it.     `,0.8,0.2,0
3223," :Yes, there is some redundancy now. Unfortunately, that was the inevitable result of collapsing 3 conspiracy articles together. They need a very hefty copyedit now to cure that.  ",0.7,0.3,0
3224,  == global warming ==  Would you perhaps like to discuss what you are doing to the global warming page at Talk:global warming since obviously several people disagree with you? 68.98.10.80 (MST),1,0,0
3225," :Unfortunately, Google only shows about 48 hits all on gamefaq or nanostray related sites, and the article I presume you helped author offered no reliable or even useful information. If you'd like help writing an article, see Wikipedia:Tutorial — ",1,0,0
3226,"  ===I apoligize=== I apoligize, You won't see one of those messages on this page again, ever.",1,0,0
3227,"Welcome!  Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers: *The five pillars of Wikipedia *How to edit a page *Help pages *Tutorial *How to write a great article *Manual of Style I hope you enjoy editing here and being a Wikipedian! By the way, please be sure to sign your name on talk pages using four tildes (~~~~) to produce your name and the current date, or three tildes (~~~) for just your name. If you have any questions, you can post to the help desk or ask me on my talk page. Again, welcome! - |   ==Capitalization== Please take special care with regard to capitalization when creating an article. Constant moving will leave a lot of redirects. And redirects pointing to redirects don't work. - | ",1,0,0
3228,"   == Islam worst traitor - Mustafa Kemal == In 1920's Mustafa Kemal with the help of the British became the hero. Hmm, well, this so-called hero canceled the authority of the most powerful system suitable for human beings. The Khilafah !!! He abandoned all the rulings of Allah. He did not stop there. He abandoned the Adan in Arabic, he denied Muslim sisters from obeying Allah (SWT) by abandoning the Hijab. All Islamic calendars and holidays were canceled. Yes brothers and sisters. He changed the Arabic alphabet to Latin. By doing so, he made sure the next generation will be lost and have no connection to their Islamic roots as they can not read and write all the Islamic culture that was recorded. This Islamic system sent by the Creator of Alameen went from the application in life to be in museums for people to go and see in Turkey. -  ",0.666666667,0.333333333,0
3229,"`  == Paranoiac hikikomori troll ==  You wrote on the hikikomori talk page, re: an anony user I'm all too familiar with these days:  Are you for real??? This CIA nonsense has nothing to do with a social problem in Japan. Nothing. Take this paranioa talk to the frey entry or tinfoil hats. Or better yet, write a constructive Wiki entry on what you feel you are an expert of and leave non-related Wiki entries alone. I'm not even going to dignify anymore responses on what is clearly an Internet_troll.Mdziesinski   Don't feed the troll ) He actually did write most (90%) of the Frey effect article, and seems to enjoy claiming that tons of stuff is due to the Frey effect. I'm currently in the middle of figuring out how much of that article is actually verifiable by sources other than conspiracy paranoiacs on the 'net... he of course claims it to be ``authoritative`` because it shows up as one of the first Google hits for ``Frey effect``. Of course, if Google ranks it highly, clearly it *must* be true. *shudder* Anyhow, sorry for that guy's vandalism, he's shown a consistent pattern of this sort of behavior.  `",0.6,0.4,0
3230,"`  :A time out!  How fun!!  I haven't had one of those since I was a toddler. :Now, would you mind telling me where you think your allegations took place and giving me a chance to defend myself—-the way adults communicate—-or is treating other people like three year olds too much of a power trip for you?   `",0.8,0.2,0
3231,"If you want me to stop defending myself, I know of a really easy way to do that, Carbonite.  Stop attacking me, and concentrate on a making a positive proposal for the article.     ",0.6,0.4,0
3232,"    : YOU SUCK IT!!! AS YOU'RE USED TO SUCK PHALLUS, NAZI HINDUIST LIKE HITLER!!!",0,1,1
3233,"` ::::Your suggestion of editing the article is completely workable and was working as per Wikipedia guidelines until Jayjg and SlimVirgin started deleting large relevant chunks of the article, and reverting it to what we have now, as punitive gestures.  If we can all agree to concentrate on making the article better, instead of punishing each other, there is no reason the article has to be locked. ::::I agree that we should start with an extremely innocuous definition preamble statement we can all agree on.  However, a definition doesn't do anyone any good unless it conveys some sort of information.  If there were just one word that we could all agree is associated with terrorism, that would be better than no definition at all: ``intimidate`` for instance.   `",1,0,0
3234,"  :So...   your message is that if we don't leave terrorism undefined, that you will get us in trouble?  That might have worked in third grade, but here you'll have to present some sort of logical argument as to why you think the introductory definition of terrorism should remain undefined.   ",0.9,0.1,0
